latitude,longitude,heading,velocity,pwml_chk,pwmr_chk,time_difference
37.63319081,127.07763963,100.1,0.1,1532,1567,0.0
37.63319058,127.07763973,98.1,0.1,1533,1566,0.4
37.63319057,127.07763967,98.5,0.2,1534,1565,0.2
37.63319059,127.07763972,98.6,0.0,1534,1565,0.2
37.63319047,127.07763973,97.6,0.2,1535,1564,0.2
37.63319027,127.0776398,95.9,0.3,1535,1564,0.2
37.63318998,127.07763929,92.0,0.2,1535,1564,0.4
37.63318985,127.07763937,91.1,0.1,1535,1564,0.2
37.63318985,127.07763937,91.1,0.1,1535,1564,0.0
37.63318993,127.07763931,91.6,0.2,1535,1564,0.2
37.63318994,127.07763928,91.7,0.0,1535,1564,0.2
37.63318996,127.07763934,91.6,0.0,1535,1564,0.2
37.63318998,127.07763932,91.8,0.0,1535,1564,0.2
37.63319,127.07763931,91.8,0.2,1538,1561,0.4
37.63319,127.07763931,91.8,0.2,1538,1561,0.0
37.63319005,127.07763926,91.9,0.0,1538,1561,0.2
37.63319002,127.0776393,91.8,0.1,1538,1561,0.2
37.63319,127.0776393,91.7,0.0,1538,1561,0.2
37.63318995,127.07763934,91.6,0.0,1538,1561,0.2
37.63318981,127.07763941,91.1,0.1,1538,1561,0.4
37.63318977,127.07763945,91.2,0.0,1538,1561,0.2
37.63318973,127.07763952,91.1,0.0,1539,1560,0.2
37.63318973,127.07763949,91.1,0.1,1539,1560,0.2
37.63318974,127.07763943,90.9,0.1,1539,1560,0.2
37.63318969,127.07763942,90.1,0.2,1539,1560,0.2
37.63318969,127.07763942,90.1,0.2,1539,1560,0.0
37.63318929,127.07763964,87.4,0.5,1539,1560,0.2
37.63318874,127.07763987,82.6,0.2,1539,1560,0.4
37.63318867,127.07763987,81.8,0.0,1539,1560,0.2
37.63318881,127.07763975,82.8,0.3,1541,1558,0.2
37.63318881,127.07763969,82.4,0.1,1541,1558,0.2
37.6331888,127.07763966,82.4,0.0,1541,1558,0.2
37.63318875,127.0776397,82.2,0.0,1541,1558,0.2
37.63318875,127.0776397,82.3,0.1,1541,1558,0.2
37.63318875,127.0776397,82.3,0.1,1541,1558,0.0
37.63318876,127.07763988,82.6,0.1,1541,1558,0.4
37.63318882,127.07763981,82.8,0.0,1541,1558,0.2
37.63318885,127.0776398,83.0,0.1,1543,1556,0.2
37.63318888,127.07763976,83.1,0.0,1543,1556,0.2
37.63318889,127.07763973,83.0,0.0,1543,1556,0.2
37.63318889,127.07763973,83.0,0.0,1543,1556,0.0
37.63318884,127.07763982,83.1,0.1,1543,1556,0.4
37.63318879,127.07763987,83.4,0.1,1543,1556,0.2
37.63318877,127.07763987,83.2,0.0,1543,1556,0.2
37.63318876,127.07763986,83.1,0.0,1543,1556,0.2
37.6331887,127.07763989,82.5,0.1,1543,1556,0.2
37.6331887,127.07763989,82.5,0.1,1543,1556,0.0
37.63318852,127.07763991,80.7,0.1,1543,1556,0.4
37.63318841,127.07763993,79.7,0.1,1543,1556,0.2
37.63318829,127.07764001,78.6,0.1,1543,1556,0.2
37.63318829,127.07764,78.6,0.1,1544,1555,0.2
37.63318833,127.07764001,78.9,0.1,1544,1555,0.2
37.63318832,127.07763998,78.8,0.0,1545,1554,0.2
37.63318832,127.07763998,78.8,0.0,1545,1554,0.0
37.63318833,127.07763995,78.7,0.0,1545,1554,0.4
37.63318837,127.07763999,78.8,0.1,1545,1554,0.2
37.63318838,127.07764001,79.0,0.0,1545,1554,0.2
37.63318831,127.07763995,78.6,0.0,1545,1554,0.4
37.63318831,127.07763995,78.6,0.0,1545,1554,0.0
37.63318829,127.07763994,78.6,0.0,1546,1553,0.2
37.63318833,127.07763995,78.8,0.1,1546,1553,0.2
37.63318843,127.07763992,79.0,0.1,1546,1553,0.2
37.63318832,127.07763986,78.6,0.1,1546,1553,0.2
37.63318829,127.07763984,78.4,0.0,1546,1553,0.2
37.63318831,127.07763984,78.4,0.0,1545,1554,0.4
37.63318831,127.07763984,78.4,0.0,1546,1553,0.0
37.63318834,127.07763987,78.3,0.0,1546,1553,0.2
37.63318828,127.07763989,78.2,0.0,1546,1553,0.2
37.63318831,127.07763992,78.5,0.0,1546,1553,0.2
37.63318802,127.0776401,76.2,0.4,1546,1553,0.4
37.63318802,127.0776401,76.2,0.4,1546,1553,0.0
37.6331877,127.07764033,73.5,0.5,1546,1553,0.2
37.63318752,127.07764046,72.0,0.2,1547,1552,0.2
37.63318752,127.07764049,71.7,0.0,1547,1552,0.2
37.63318749,127.0776405,71.4,0.0,1549,1550,0.2
37.63318725,127.07764069,69.0,0.2,1549,1550,0.4
37.63318712,127.07764077,67.7,0.2,1550,1549,0.2
37.63318704,127.07764085,67.0,0.1,1550,1549,0.2
37.63318699,127.0776409,66.7,0.0,1551,1548,0.2
37.63318699,127.0776409,66.7,0.0,1551,1548,0.0
37.63318697,127.07764091,66.5,0.0,1552,1547,0.2
37.63318698,127.07764095,66.4,0.0,1552,1547,0.4
37.63318698,127.07764098,66.4,0.0,1552,1547,0.2
37.63318701,127.07764099,66.6,0.0,1552,1547,0.2
37.63318705,127.07764096,67.1,0.1,1552,1547,0.2
37.63318705,127.07764096,67.1,0.1,1552,1547,0.0
37.63318712,127.07764094,67.6,0.0,1552,1547,0.4
37.63318726,127.07764085,69.1,0.3,1552,1547,0.2
37.63318745,127.07764068,70.9,0.3,1552,1547,0.2
37.63318745,127.07764068,70.9,0.3,1552,1547,0.0
37.63318763,127.07764056,72.5,0.2,1551,1548,0.2
37.63318785,127.07764033,74.4,0.1,1550,1549,0.4
37.63318795,127.07764023,75.4,0.1,1550,1549,0.2
37.63318807,127.07764014,76.4,0.1,1549,1550,0.2
37.63318837,127.07763994,79.1,0.2,1548,1551,0.4
37.63318847,127.0776399,80.1,0.1,1548,1551,0.2
37.63318855,127.07763985,80.9,0.1,1547,1552,0.2
37.63318869,127.0776398,82.1,0.2,1545,1554,0.2
37.63318889,127.07763974,83.7,0.3,1544,1555,0.2
37.63318908,127.07763968,85.3,0.2,1544,1555,0.2
37.63318938,127.07763954,87.8,0.4,1544,1555,0.2
37.63318961,127.07763945,89.7,0.2,1543,1556,0.2
37.63318974,127.07763941,90.8,0.1,1543,1556,0.2
37.63318976,127.0776394,90.8,0.0,1543,1556,0.2
37.63318976,127.0776394,90.8,0.0,1543,1556,0.0
37.63318999,127.07763932,92.4,0.3,1543,1556,0.4
37.63319021,127.07763925,94.2,0.3,1543,1556,0.2
37.63319049,127.07763917,96.2,0.3,1543,1556,0.2
37.63319069,127.07763905,98.0,0.2,1543,1556,0.2
37.63319069,127.07763905,98.0,0.2,1537,1562,0.0
37.63319104,127.07763907,101.0,0.3,1536,1563,0.4
37.63319144,127.07763907,104.0,0.5,1535,1564,0.2
37.63319161,127.07763908,105.4,0.1,1533,1566,0.2
37.63319173,127.07763913,106.2,0.1,1532,1567,0.2
37.63319173,127.07763913,106.2,0.1,1531,1568,0.0
37.63319178,127.07763911,106.5,0.2,1531,1568,0.4
37.63319176,127.07763909,106.4,0.0,1531,1568,0.2
37.63319178,127.07763908,106.5,0.0,1531,1568,0.2
37.63319179,127.07763911,106.5,0.0,1531,1568,0.2
37.63319176,127.07763908,106.4,0.0,1531,1568,0.2
37.63319181,127.07763908,106.6,0.1,1531,1568,0.2
37.63319183,127.07763906,106.8,0.0,1531,1568,0.4
37.63319201,127.07763907,108.5,0.3,1531,1568,0.2
37.63319235,127.07763912,111.4,0.4,1530,1569,0.2
37.63319235,127.07763912,111.4,0.4,1530,1569,0.0
37.63319259,127.07763917,113.8,0.2,1530,1569,0.2
37.63319257,127.07763916,113.6,0.2,1528,1571,0.2
37.63319258,127.07763915,113.8,0.0,1528,1571,0.2
37.63319279,127.07763917,116.2,0.1,1527,1572,0.4
37.63319279,127.07763917,116.2,0.1,1527,1572,0.0
37.63319287,127.07763919,117.4,0.1,1527,1572,0.2
37.63319288,127.07763917,117.2,0.0,1527,1572,0.2
37.63319296,127.07763918,117.8,0.1,1527,1572,0.2
37.63319325,127.07763917,121.7,0.2,1527,1572,0.4
37.63319337,127.07763916,122.6,0.0,1527,1572,0.2
37.6331935,127.07763913,124.1,0.2,1527,1572,0.2
37.6331936,127.07763919,126.0,0.1,1527,1572,0.2
37.63319373,127.07763921,127.6,0.1,1527,1572,0.2
37.63319382,127.07763927,129.0,0.1,1527,1572,0.2
37.63319391,127.07763932,130.4,0.1,1522,1577,0.2
37.63319391,127.07763932,130.4,0.1,1521,1578,0.0
37.63319395,127.07763936,131.1,0.0,1521,1578,0.2
37.63319397,127.07763939,131.7,0.0,1521,1578,0.2
37.63319403,127.07763941,132.5,0.1,1520,1579,40.4
37.63319408,127.07763942,133.1,0.1,1520,1579,0.2
37.63319411,127.07763945,133.7,0.0,1520,1579,0.2
37.63319415,127.07763946,134.1,0.0,1520,1579,0.2
37.63319415,127.07763946,134.1,0.0,1520,1579,0.0
37.63319419,127.07763947,134.4,0.0,1520,1579,0.2
37.63319419,127.07763948,134.4,0.0,1519,1580,0.4
37.63319418,127.07763949,134.5,0.0,1519,1580,0.2
37.63319418,127.07763951,134.4,0.0,1519,1580,0.2
37.63319418,127.07763953,134.5,0.0,1519,1580,0.2
37.63319418,127.07763953,134.5,0.0,1519,1580,0.0
37.6331942,127.07763952,134.4,0.0,1519,1580,0.4
37.6331942,127.07763952,134.4,0.0,1519,1580,0.0
37.6331942,127.07763952,134.4,0.0,1519,1580,0.2
37.63319421,127.07763954,134.4,0.0,1519,1580,0.2
37.6331942,127.07763956,134.3,0.0,1519,1580,0.2
37.6331942,127.07763956,134.3,0.0,1519,1580,0.4
37.6331942,127.07763956,134.3,0.0,1519,1580,0.0
37.63319419,127.07763958,134.4,0.0,1519,1580,0.2
37.63319418,127.07763958,134.4,0.0,1519,1580,0.2
37.63319418,127.07763958,134.3,0.0,1519,1580,0.2
37.63319417,127.07763958,134.3,0.0,1519,1580,0.2
37.63319412,127.07763955,133.9,0.0,1519,1580,0.6
37.63319412,127.07763955,134.0,0.0,1519,1580,0.2
37.63319412,127.07763955,134.0,0.0,1520,1579,0.0
37.63319411,127.07763954,133.9,0.0,1520,1579,0.2
37.63319409,127.07763952,133.8,0.0,1520,1579,0.2
37.6331941,127.0776395,133.9,0.0,1520,1579,0.2
37.63319408,127.07763949,133.9,0.0,1520,1579,0.4
37.6331941,127.07763947,133.8,0.0,1520,1579,0.2
37.6331941,127.07763951,133.8,0.0,1520,1579,0.2
37.6331941,127.07763951,133.8,0.0,1520,1579,0.0
37.63319413,127.07763952,133.8,0.0,1520,1579,0.2
37.63319415,127.07763955,133.8,0.0,1520,1579,0.2
37.63319418,127.07763962,133.9,0.0,1520,1579,0.4
37.63319418,127.07763964,134.1,0.0,1520,1579,0.2
37.63319417,127.07763961,134.1,0.0,1520,1579,0.2
37.63319417,127.07763965,134.2,0.0,1520,1579,0.2
37.63319417,127.07763965,134.2,0.0,1520,1579,0.0
37.63319412,127.07763967,134.1,0.0,1520,1579,0.2
37.63319408,127.07763956,133.9,0.0,1520,1579,0.4
37.63319406,127.07763952,133.5,0.0,1520,1579,0.2
37.63319406,127.07763956,133.9,0.1,1520,1579,0.2
37.63319401,127.0776395,133.6,0.1,1520,1579,0.2
37.633194,127.07763952,133.6,0.0,1520,1579,0.2
37.63319401,127.07763952,133.5,0.0,1520,1579,0.2
37.63319401,127.07763952,133.5,0.0,1520,1579,0.0
37.63319398,127.07763949,133.1,0.0,1520,1579,0.4
37.63319396,127.07763951,133.1,0.0,1520,1579,0.2
37.63319395,127.0776395,132.6,0.0,1520,1579,0.2
37.63319391,127.0776395,131.8,0.1,1520,1579,0.2
37.63319387,127.07763948,130.9,0.1,1520,1579,0.2
37.63319389,127.07763949,131.0,0.0,1520,1579,0.2
37.6331939,127.07763953,131.1,0.1,1520,1579,0.4
37.6331939,127.07763953,131.1,0.1,1520,1579,0.0
37.6331939,127.07763954,131.2,0.0,1520,1579,0.2
37.63319391,127.07763953,131.2,0.0,1520,1579,0.2
37.63319394,127.07763949,131.2,0.0,1520,1579,0.2
37.63319394,127.07763948,131.2,0.0,1520,1579,0.2
37.63319398,127.07763949,131.6,0.1,1520,1579,0.4
37.63319399,127.07763948,131.5,0.0,1520,1579,0.2
37.63319404,127.0776395,131.7,0.0,1520,1579,0.2
37.63319404,127.0776395,131.7,0.0,1520,1579,0.0
37.63319408,127.07763952,131.8,0.0,1520,1579,0.2
37.63319407,127.07763951,131.8,0.0,1520,1579,0.2
37.63319403,127.07763953,131.9,0.0,1520,1579,0.2
37.63319399,127.07763944,131.8,0.0,1520,1579,0.4
37.63319399,127.07763944,131.8,0.0,1520,1579,0.0
37.63319395,127.07763946,131.7,0.0,1520,1579,0.2
37.63319393,127.07763944,131.7,0.0,1520,1579,0.2
37.63319395,127.07763946,131.8,0.0,1520,1579,0.2
37.63319397,127.07763948,131.9,0.0,1520,1579,0.4
37.63319398,127.0776395,132.0,0.0,1520,1579,0.2
37.63319397,127.07763949,132.0,0.0,1520,1579,0.2
37.63319397,127.07763949,132.0,0.0,1520,1579,0.0
37.63319396,127.07763948,132.1,0.0,1520,1579,0.2
37.63319393,127.07763946,132.1,0.0,1520,1579,0.2
37.63319387,127.07763945,132.1,0.0,1520,1579,0.4
37.63319387,127.07763945,132.1,0.0,1520,1579,0.2
37.63319388,127.07763946,132.1,0.0,1520,1579,0.2
37.63319389,127.07763945,132.1,0.0,1520,1579,0.2
37.63319389,127.07763946,132.0,0.0,1520,1579,0.2
37.63319391,127.07763946,132.0,0.0,1520,1579,0.2
37.63319392,127.07763946,132.0,0.0,1520,1579,0.2
37.63319392,127.07763946,132.0,0.0,1520,1579,0.0
37.63319391,127.07763947,132.1,0.0,1520,1579,0.4
37.63319391,127.07763948,132.0,0.0,1520,1579,0.2
37.63319391,127.07763949,132.0,0.0,1520,1579,0.2
37.6331939,127.07763949,132.0,0.0,1520,1579,0.2
37.63319391,127.07763949,132.0,0.0,1520,1579,0.2
37.63319391,127.07763949,132.0,0.0,1520,1579,0.0
37.6331939,127.07763948,132.0,0.0,1520,1579,0.4
37.63319391,127.07763948,132.0,0.0,1520,1579,0.2
37.63319391,127.07763948,132.0,0.0,1520,1579,0.2
37.63319391,127.07763947,132.0,0.0,1520,1579,0.2
37.63319391,127.07763946,132.0,0.0,1520,1579,0.2
37.63319391,127.07763946,132.0,0.0,1520,1579,0.2
37.63319391,127.07763947,132.0,0.0,1520,1579,0.2
37.63319391,127.07763947,131.9,0.0,1520,1579,0.4
37.63319392,127.07763947,132.0,0.0,1520,1579,0.2
37.63319391,127.07763948,131.9,0.0,1520,1579,0.2
37.63319391,127.07763948,131.9,0.0,1520,1579,0.0
37.63319391,127.07763949,131.9,0.0,1520,1579,0.2
37.63319391,127.07763949,131.9,0.0,1520,1579,0.2
37.63319391,127.0776395,132.0,0.0,1520,1579,0.2
37.63319391,127.0776395,132.0,0.0,1520,1579,0.2
37.63319391,127.07763949,131.9,0.0,1520,1579,0.4
37.6331939,127.0776395,131.9,0.0,1520,1579,0.2
37.63319391,127.0776395,131.9,0.0,1520,1579,0.2
37.63319391,127.0776395,131.9,0.0,1520,1579,0.0
37.63319391,127.0776395,131.9,0.0,1520,1579,0.2
37.63319391,127.0776395,132.0,0.0,1520,1579,0.2
37.63319392,127.0776395,132.0,0.0,1520,1579,0.4
37.63319392,127.0776395,132.0,0.0,1520,1579,0.2
37.63319392,127.0776395,131.9,0.0,1520,1579,0.2
37.63319392,127.07763952,132.0,0.0,1520,1579,0.2
37.63319392,127.07763952,132.0,0.0,1520,1579,0.0
37.63319393,127.07763952,131.9,0.0,1520,1579,0.4
37.63319392,127.07763953,131.9,0.0,1520,1579,0.2
37.63319393,127.07763953,131.9,0.0,1520,1579,0.2
37.63319393,127.07763953,131.9,0.0,1520,1579,0.2
37.63319393,127.07763954,131.9,0.0,1520,1579,0.2
37.63319393,127.07763954,131.9,0.0,1520,1579,0.0
37.63319394,127.07763955,132.0,0.0,1520,1579,0.4
37.63319394,127.07763954,131.9,0.0,1520,1579,0.2
37.63319395,127.07763952,131.9,0.0,1520,1579,0.2
37.63319395,127.07763951,131.9,0.0,1520,1579,0.2
37.63319396,127.0776395,131.9,0.0,1520,1579,0.2
37.63319395,127.0776395,131.9,0.0,1520,1579,0.2
37.63319395,127.07763949,131.9,0.0,1520,1579,0.2
37.63319394,127.07763949,132.0,0.0,1520,1579,0.4
37.63319394,127.07763949,132.0,0.0,1520,1579,0.0
37.63319394,127.07763948,131.9,0.0,1520,1579,0.2
37.63319394,127.07763948,131.9,0.0,1520,1579,0.2
37.63319392,127.07763947,131.8,0.0,1520,1579,0.2
37.63319392,127.07763946,131.8,0.0,1520,1579,0.2
37.63319392,127.07763946,131.7,0.0,1520,1579,0.2
37.63319392,127.07763947,131.6,0.0,1520,1579,0.4
37.63319392,127.07763949,131.6,0.0,1520,1579,0.2
37.63319393,127.07763949,131.6,0.0,1520,1579,0.2
37.63319393,127.07763949,131.6,0.0,1520,1579,0.0
37.63319393,127.07763952,131.6,0.0,1520,1579,0.2
37.63319394,127.07763951,131.6,0.0,1520,1579,0.2
37.63319395,127.07763954,131.7,0.0,1520,1579,0.4
37.63319395,127.07763954,131.7,0.0,1520,1579,0.2
37.63319396,127.07763954,131.8,0.0,1520,1579,0.2
37.63319396,127.07763955,131.8,0.0,1520,1579,0.2
37.63319395,127.07763954,131.8,0.0,1520,1579,0.2
37.63319396,127.07763954,131.8,0.0,1520,1579,0.2
37.63319396,127.07763954,131.8,0.0,1520,1579,0.0
37.63319395,127.07763951,131.8,0.0,1520,1579,0.2
37.63319395,127.0776395,131.8,0.0,1520,1579,0.2
37.63319395,127.07763949,131.8,0.0,1520,1579,0.2
37.63319394,127.07763949,131.8,0.0,1520,1579,0.4
37.63319394,127.0776395,131.8,0.0,1520,1579,0.2
37.63319394,127.0776395,131.8,0.0,1520,1579,0.2
37.63319394,127.0776395,131.9,0.0,1520,1579,0.2
37.63319394,127.0776395,131.9,0.0,1520,1579,0.0
37.63319393,127.0776395,131.8,0.0,1520,1579,0.2
37.63319392,127.0776395,131.8,0.0,1520,1579,0.2
37.63319393,127.07763951,131.8,0.0,1520,1579,0.2
37.63319394,127.07763951,131.8,0.0,1520,1579,0.4
37.63319396,127.07763952,131.8,0.0,1520,1579,0.2
37.63319396,127.07763951,131.8,0.0,1520,1579,0.2
37.63319397,127.07763953,131.8,0.0,1520,1579,0.2
37.63319397,127.07763953,131.8,0.0,1520,1579,0.2
37.63319397,127.07763954,131.8,0.0,1520,1579,0.2
37.63319397,127.07763954,131.8,0.0,1520,1579,0.0
37.63319398,127.07763952,131.8,0.0,1520,1579,0.4
37.63319397,127.07763952,131.8,0.0,1520,1579,0.2
37.63319398,127.07763951,131.8,0.0,1520,1579,0.2
37.63319399,127.07763952,131.7,0.0,1520,1579,0.2
37.63319398,127.0776395,131.5,0.0,1520,1579,0.2
37.63319401,127.07763951,131.6,0.0,1520,1579,0.2
37.63319402,127.07763952,131.6,0.0,1520,1579,0.4
37.63319402,127.07763952,131.6,0.0,1520,1579,0.0
37.63319401,127.07763954,131.7,0.0,1520,1579,0.2
37.63319399,127.0776396,131.9,0.1,1520,1579,0.2
37.63319398,127.07763958,132.1,0.0,1520,1579,0.2
37.63319393,127.07763955,131.7,0.0,1520,1579,0.2
37.63319394,127.07763958,132.0,0.0,1520,1579,0.2
37.63319397,127.07763951,132.3,0.1,1520,1579,0.4
37.63319398,127.07763946,132.3,0.0,1520,1579,0.2
37.63319391,127.07763949,132.2,0.0,1520,1579,0.2
37.63319398,127.07763943,132.4,0.1,1520,1579,0.2
37.63319401,127.07763939,132.4,0.1,1520,1579,0.2
37.63319399,127.07763946,132.3,0.0,1520,1579,0.2
37.63319399,127.07763946,132.3,0.0,1520,1579,0.0
37.63319401,127.0776395,132.4,0.1,1520,1579,0.2
37.63319399,127.07763952,132.4,0.1,1520,1579,0.2
37.63319403,127.07763958,132.4,0.0,1520,1579,0.4
37.63319405,127.0776396,132.5,0.0,1520,1579,0.2
37.63319398,127.07763959,132.2,0.1,1520,1579,0.2
37.63319396,127.07763948,132.2,0.1,1520,1579,0.2
37.63319396,127.07763959,132.2,0.1,1520,1579,0.2
37.63319394,127.07763966,132.3,0.1,1520,1579,0.2
37.63319409,127.07763967,132.5,0.1,1520,1579,0.2
37.63319409,127.07763967,132.5,0.1,1520,1579,0.0
37.63319397,127.07763963,132.0,0.1,1520,1579,0.4
37.63319396,127.0776396,131.8,0.1,1520,1579,0.2
37.63319397,127.07763959,131.7,0.0,1520,1579,0.2
37.63319402,127.07763956,131.7,0.1,1520,1579,0.2
37.63319403,127.07763957,131.6,0.1,1520,1579,0.2
37.63319404,127.07763959,131.3,0.0,1520,1579,0.2
37.63319406,127.07763959,131.1,0.0,1520,1579,0.2
37.63319406,127.07763959,131.1,0.0,1520,1579,0.2
37.63319406,127.07763959,131.1,0.0,1521,1578,0.0
37.63319406,127.07763956,131.1,0.0,1521,1578,0.4
37.63319401,127.0776396,130.9,0.1,1521,1578,0.2
37.63319391,127.07763956,129.4,0.1,1521,1578,0.2
37.63319347,127.07763945,124.1,0.2,1521,1578,0.4
37.63319347,127.07763945,124.1,0.2,1521,1578,0.0
37.63319327,127.07763941,121.8,0.2,1521,1578,0.2
37.63319309,127.07763949,121.1,0.2,1523,1576,0.2
37.6331931,127.07763945,120.9,0.1,1523,1576,0.2
37.6331932,127.07763947,121.5,0.1,1523,1576,0.4
37.6331932,127.07763947,121.5,0.1,1523,1576,0.0
37.63319325,127.07763952,121.9,0.1,1523,1576,0.2
37.63319343,127.07763953,123.3,0.3,1523,1576,0.2
37.63319358,127.0776396,125.8,0.1,1523,1576,0.2
37.63319375,127.0776396,128.4,0.2,1523,1576,0.2
37.63319388,127.07763963,130.4,0.2,1522,1577,0.2
37.63319384,127.07763966,129.7,0.1,1521,1578,0.4
37.6331938,127.07763963,129.7,0.0,1521,1578,0.2
37.63319376,127.07763962,129.7,0.0,1521,1578,0.2
37.63319373,127.07763962,129.6,0.0,1521,1578,0.2
