Time: 856.0265751767454, Pitch: 17.273384708280602
Time: 1567.0115444246055, Pitch: 0.16569765089378308
Time: 1566.9499100763705, Pitch: 0.16587930771720494
Time: 1566.8927467358105, Pitch: 0.2798630087937397
Time: 1567.0379573406021, Pitch: 0.3937995934407965
Time: 1570.992486673378, Pitch: 0.5073705734161891
Time: 1574.9134116337223, Pitch: 0.5109789702310721
Time: 1574.8117778600747, Pitch: 0.6248087967164366
Time: 1574.7101440864271, Pitch: 0.7386386232017941
Time: 1574.5113944633056, Pitch: 0.9612382010978706
Time: 1573.99293396857, Pitch: 1.6473250120756617
Time: 1573.1111565609704, Pitch: 15.789271075159093
Time: 1573.104045096774, Pitch: 15.90332473793999
Time: 1573.082710704185, Pitch: 16.245485726282688
Time: 1573.0826886278119, Pitch: 16.24583978715667
Time: 1573.0755771636154, Pitch: 16.359893449937573
Time: 1573.0826665514385, Pitch: 16.24619384803065
Time: 1573.089778015635, Pitch: 16.132140185249753
Time: 1573.1253353366167, Pitch: 15.561871871345268
Time: 1573.1182238724202, Pitch: 15.675925534126165
Time: 1573.0969115562045, Pitch: 16.017732461594875
Time: 1573.089800092008, Pitch: 16.131786124375772
Time: 1573.068465699419, Pitch: 16.473947112718463
Time: 1573.0613542352228, Pitch: 16.58800077549936
Time: 1573.0329083784375, Pitch: 17.044215426622955
Time: 1573.2391408401313, Pitch: 13.736659205976906
Time: 1573.2604752327202, Pitch: 13.394498217634208
Time: 1573.374192430742, Pitch: 11.570701795761792
Time: 1564.4865563052485, Pitch: 9.745744357475147
Time: 1557.874926209799, Pitch: 7.9211201328492535
Time: 1554.1179870667027, Pitch: 6.323875981611778
Time: 1554.2302401894838, Pitch: 5.525531772391211
Time: 1562.2577738816108, Pitch: 4.043282003062046
Time: 1563.9247035604092, Pitch: 3.0167460566124618
Time: 1563.6939664028625, Pitch: 2.3326103844871255
Time: 1566.1496233085313, Pitch: 1.7616511227887202
Time: 1566.435440011331, Pitch: 1.1917326174060392
Time: 1566.6640933735707, Pitch: 0.735797813099893
Time: 1567.0511637986006, Pitch: 0.5078505647143032
Time: 1567.0115444246055, Pitch: 0.16569765089378308
Time: 1567.0, Pitch: 0.0660000000000025
Time: 1577.0, Pitch: 0.18300000000000693
Time: 1581.2235188582479, Pitch: -0.05896590405223634
Time: 1577.7619366899285, Pitch: 0.28128983300079113
Time: 1578.1523338958318, Pitch: 0.3919752953118092
Time: 1575.0, Pitch: 0.4140000000000015
Time: 1571.0000000000002, Pitch: 0.5
Time: 1570.992486673378, Pitch: 0.5073705734161891
Time: 1567.0775767145972, Pitch: 0.7359525072613167
Time: 1566.549766692451, Pitch: 0.9637652152529625
Time: 1567.1039896305938, Pitch: 0.9640544498083301
Time: 1571.1052584151416, Pitch: 0.8494579382699996
Time: 1571.1396045351412, Pitch: 0.9634870566678444
Time: 1571.1739506551405, Pitch: 1.077516175065675
Time: 1571.2426428951392, Pitch: 1.3055744118613504
Time: 1571.2769890151383, Pitch: 1.4196035302591952
Time: 1570.05888062396, Pitch: 1.4232381078953225
Time: 1566.3782766707711, Pitch: 1.305716318482574
Time: 1566.492603351891, Pitch: 1.0777489163294973
Time: 1566.606930033011, Pitch: 0.8497815141764207
Time: 1566.6640933735707, Pitch: 0.735797813099893
Time: 1566.7212567141307, Pitch: 0.6218141120233582
Time: 1563.1171235089964, Pitch: 0.622271204173785
Time: 1470.8234728590019, Pitch: 0.9638603019797216
Time: 1381.1951668892405, Pitch: 1.3061458476773211
Time: 745.956823934478, Pitch: 1.9900180105329284
Time: 729.1991083314388, Pitch: 1.9904566698560515
Time: 263.8300439633484, Pitch: 3.4729490989827596
Time: 981.1975992819039, Pitch: -19.337241733238116
Time: 1020.4510792996443, Pitch: -11.468225318805363
Time: 1109.2441634883992, Pitch: -11.24003218706708
Time: 1386.0000000000002, Pitch: -0.8079999999999998
Time: 1340.0, Pitch: -1.0519999999999925
Time: 1339.9523522224217, Pitch: -0.8610753552437131
Time: 1336.0000000000002, Pitch: -0.375
Time: 1332.0, Pitch: 0.006000000000000227
Time: 1263.0, Pitch: 0.8810000000000002
Time: 1269.9752616368964, Pitch: 1.530173987946391
Time: 1269.9756027212902, Pitch: 1.5325844313573782
Time: 1273.8569281192465, Pitch: 1.5334443712081907
Time: 1274.0393305014782, Pitch: 1.5336190149382247
Time: 1277.8598542657799, Pitch: 1.5337010727892135
Time: 1278.4578046474287, Pitch: 1.5130364482406122
Time: 1294.114953428364, Pitch: 1.5338104872627696
Time: 1292.3707305522698, Pitch: 1.6482848554736336
Time: 1292.3513776553625, Pitch: 1.7623314769481269
Time: 1290.1385588922712, Pitch: 2.1035039732077934
Time: 1290.1293950696122, Pitch: 1.9894510363947617
Time: 1290.1202312469534, Pitch: 1.87539809958173
Time: 1278.0, Pitch: 1.7250000000000014
Time: 1273.9438755273945, Pitch: 1.874104316331895
Time: 1270.0, Pitch: 1.7050000000000054
Time: 1273.9438755273945, Pitch: 1.874104316331895
Time: 1273.9733511388795, Pitch: 1.9895897621291923
Time: 1274.0, Pitch: 2.094000000000001
Time: 1240.0002352032689, Pitch: 1.9884162077923762
Time: 1240.0076960466718, Pitch: 1.874735336863644
Time: 1240.0076471297912, Pitch: 1.8754806833744269
Time: 1240.015181348515, Pitch: 1.7606817926795273
Time: 1270.0, Pitch: 1.7050000000000054
Time: 1273.9151396290629, Pitch: 1.761517066668688
Time: 1274.0233207640742, Pitch: 1.76172575347249
Time: 1278.0, Pitch: 1.7250000000000014
Time: 1297.39421553966, Pitch: 1.534191825732833
Time: 331.66844725911136, Pitch: 13.053405539230525
Time: 251.57879257185874, Pitch: 11.228541452950438
Time: 394.6257703725683, Pitch: 10.543930946280234
Time: 659.7992284018358, Pitch: -3.0284201210590638
Time: 640.2148445654432, Pitch: -2.3442020692612857
Time: 588.005606986695, Pitch: -0.29137680005441524
Time: 598.0238132344425, Pitch: -0.17771430377472086
Time: 613.9855488802625, Pitch: -0.17881675676416364
Time: 887.0, Pitch: 1.0330000000000084
Time: 902.5909817401648, Pitch: 1.0750154026255387
Time: 971.9999999999998, Pitch: 0.4580000000000055
Time: 975.9028365367474, Pitch: -0.30547139303948967
Time: 987.7492330546272, Pitch: -0.2970154356735506
Time: 987.921277936174, Pitch: -0.0692280125056115
Time: 988.0, Pitch: 0.035000000000003695
Time: 975.0981840676002, Pitch: 0.2537620730179384
Time: 972.1258660040901, Pitch: 0.44239261549282105
Time: 971.9999999999998, Pitch: 0.4580000000000055
Time: 971.7064539552387, Pitch: 0.3843199427648969
Time: 970.8231849635497, Pitch: 0.16491802132485134
Time: 976.0025519724131, Pitch: -0.40493793475025086
Time: 976.0025882270661, Pitch: -0.40539166173004304
Time: 946.0, Pitch: 0.6810000000000045
Time: 901.1253546849755, Pitch: 2.9931211964461184
Time: 901.0, Pitch: 3.1270000000000024
Time: 895.0, Pitch: 3.192
Time: 871.1081140124461, Pitch: 2.2185851360043713
Time: 870.8939495610036, Pitch: 2.104478107910957
Time: 871.0930140778057, Pitch: 2.104535329667165
Time: 875.0103232146485, Pitch: 2.1040699231632445
Time: 878.0303628070649, Pitch: 1.762209761276381
Time: 881.0662575419765, Pitch: 1.7620946609713712
Time: 881.0385820748058, Pitch: 1.5339934605503984
Time: 881.0247443412204, Pitch: 1.4199428603399156
Time: 883.9959880664603, Pitch: 1.4198806764831247
Time: 884.4039734813177, Pitch: 1.3157483490639095
Time: 887.2513498567102, Pitch: 1.3029497461068829
Time: 886.2400261913997, Pitch: 1.1941144474232885
Time: 887.1502937138728, Pitch: 1.1944154486993313
Time: 981.047374641897, Pitch: -20.703985508019862
Time: 985.4147826012584, Pitch: -17.170096547450104
Time: 980.5671686890767, Pitch: -13.863433976489095
Time: 1037.9669929736108, Pitch: -17.854282533096686
Time: 634.6436399777185, Pitch: -12.722898531884358
Time: 593.3096877343057, Pitch: -10.2138581948218
Time: 536.9680404731362, Pitch: -3.371234943707069
Time: 536.847597106377, Pitch: -3.029175782110819
Time: 538.9615026115002, Pitch: -2.45820756110011
Time: 540.103784678746, Pitch: -2.343994693539294
Time: 563.0409178840503, Pitch: -1.2034431189644366
Time: 570.0745292763031, Pitch: -0.8612370627023083
Time: 570.0630771313604, Pitch: -0.7471851512179768
Time: 562.0, Pitch: -0.31400000000000006
Time: 520.0, Pitch: 0.21999999999999886
Time: 495.0246868951014, Pitch: 0.961464013129671
Time: 494.99999999999994, Pitch: 1.1380000000000052
Time: 474.99999999999994, Pitch: 0.8759999999999977
Time: 483.00000000000006, Pitch: 0.6210000000000022
Time: 486.21331478594, Pitch: 0.6058302463135732
Time: 486.7673998510863, Pitch: 0.4988918287403479
Time: 486.9103346728668, Pitch: 0.4713054081367076
Time: 494.95668363706517, Pitch: 0.8492964410400461
Time: 494.9909067122207, Pitch: 1.0773932369512949
Time: 494.99999999999994, Pitch: 1.1380000000000052
Time: 485.99999999999994, Pitch: 0.6469999999999985
Time: 485.84902056578443, Pitch: 0.6134825656041443
Time: 485.3598629586483, Pitch: 0.5048895768199415
Time: 484.99999999999994, Pitch: 0.42500000000000426
Time: 487.38190350065616, Pitch: 0.36768980885168645
Time: 486.9103346728668, Pitch: 0.4713054081367076
Time: 494.88810966411205, Pitch: 0.3922509113067676
Time: 494.8709981265343, Pitch: 0.27820251335114676
Time: 494.88810966411205, Pitch: 0.3922509113067676
Time: 494.9052212016897, Pitch: 0.5062993092623955
Time: 486.9103346728668, Pitch: 0.4713054081367076
Time: 486.7673998510863, Pitch: 0.4988918287403479
Time: 485.3598629586483, Pitch: 0.5048895768199415
Time: 480.73972060965747, Pitch: 0.5045744593741759
Time: 468.99999999999994, Pitch: 0.5660000000000025
Time: 464.218119676527, Pitch: 0.5049097380123229
Time: 459.94466900035724, Pitch: 0.6215048059192441
Time: 440.06251121242445, Pitch: 0.607621882946006
Time: 424.060504314933, Pitch: 0.6253261595954243
Time: 424.1785036350985, Pitch: 0.7390775042349205
Time: 424.296502955264, Pitch: 0.8528288488744167
Time: 424.41450227542936, Pitch: 0.9665801935139129
Time: 424.65050091576035, Pitch: 1.1940828827929053
Time: 424.7685002359256, Pitch: 1.3078342274324015
Time: 424.8864995560911, Pitch: 1.4215855720718977
Time: 425.08465942487095, Pitch: 1.5426830006321879
Time: 425.815957046811, Pitch: 1.6436020724599274
Time: 425.99999999999994, Pitch: 1.669000000000004
Time: 419.7964715670649, Pitch: 1.9881715077569666
Time: 622.8321814693747, Pitch: -8.160833350450208
Time: 595.8710523818527, Pitch: -17.741284731381757
Time: 510.7771997734017, Pitch: -15.574281702961418
Time: 422.9895092357346, Pitch: -0.612722428414628
Time: 407.9956345343697, Pitch: 0.5075536338508684
Time: 407.83168796188005, Pitch: 2.218336117781135
Time: 411.83502674918435, Pitch: 1.7619798437247525
Time: 413.05305060493737, Pitch: 0.9637645118244649
Time: 420.790885582252, Pitch: 0.050203298153164155
Time: 440.78635716264426, Pitch: 0.406392708784864
Time: 440.85754930372156, Pitch: 0.3866012935653913
Time: 446.020654991791, Pitch: 0.6199687423970417
Time: 445.6022382055208, Pitch: 0.6932217432669816
Time: 444.99999999999994, Pitch: 0.7950000000000017
Time: 411.92213638077595, Pitch: 0.9636200701874458
Time: 405.12837525269407, Pitch: 0.9635647548672566
Time: 354.123268564978, Pitch: 0.8497513955120297
Time: 339.93971692208896, Pitch: 0.7358451050339525
Time: 321.9081192552705, Pitch: 0.7366232970962514
Time: 240.85793669381866, Pitch: 0.7358879260189184
Time: 241.13694349012934, Pitch: 0.8500082432337592
Time: 244.52047477477657, Pitch: 0.963556096386931
Time: 245.45972620948368, Pitch: 0.9642776582681591
Time: 253.2047822146082, Pitch: 0.9638140318948487
Time: 245.45972620948368, Pitch: 0.9642776582681591
Time: 235.82270801377996, Pitch: 0.8487317043429741
Time: 234.03357879631784, Pitch: 0.7379469772955289
Time: 232.0239811329049, Pitch: 0.6198063222355259
Time: 232.0222003205709, Pitch: 0.6166275722192154
Time: 223.06863359585788, Pitch: 0.6092508955006792
Time: 223.05535316620188, Pitch: 0.617909735636438
Time: 220.375057738507, Pitch: 0.602166283032517
Time: 211.99999999999994, Pitch: 0.28699999999999903
Time: 212.72614042769834, Pitch: 0.22164736150714504
Time: 215.99999999999994, Pitch: 0.12199999999999989
Time: 219.96503767956284, Pitch: 0.16492221836618626
Time: 219.94169843468313, Pitch: 0.05205363012785824
Time: 224.14669431049725, Pitch: -0.06195871937678277
Time: 226.44467318837582, Pitch: -0.17763458407680588
Time: 226.08257142243355, Pitch: -0.4043102895566477
Time: 229.43799732532563, Pitch: -0.743308642627369
Time: 229.49490413403163, Pitch: -0.857292980465381
Time: 229.49631863155463, Pitch: -0.8601262190038739
Time: 231.49363388847217, Pitch: -0.9739993996095961
Time: 231.49484407859796, Pitch: -0.9702925872540931
Time: 244.90939952957746, Pitch: -0.9729002577662058
Time: 244.8635897851355, Pitch: -0.7448135401899023
Time: 240.99003425346046, Pitch: 0.05162256707383506
Time: 241.10019548812937, Pitch: 0.6219133948194013
Time: 235.6347411179451, Pitch: 0.6258029658829187
Time: 235.53471276406827, Pitch: 0.507169338185065
Time: 231.86529335701397, Pitch: 0.16439355253405097
Time: 231.82806690065348, Pitch: 0.050368916701913236
Time: 223.57710269684713, Pitch: 0.2777290416556255
Time: 223.40318618663213, Pitch: 0.39112260631589635
Time: 220.09072488673536, Pitch: 0.3988682940157702
Time: 220.24947231684263, Pitch: 0.5123727065424788
Time: 220.39716574413552, Pitch: 0.6179735070569663
Time: 220.40821974694978, Pitch: 0.6258771190691945
Time: 231.97636763103247, Pitch: 0.5046140538527197
Time: 596.0, Pitch: -20.189999999999998
Time: 527.9999999999998, Pitch: -18.728
Time: 503.9180335724595, Pitch: -18.76683332148256
Time: 218.75913481866547, Pitch: -7.817268355888597
Time: 209.55390892916176, Pitch: -7.362521613735979
Time: 163.892671200993, Pitch: -5.879595575929063
Time: 134.6759494372804, Pitch: -4.853185335792922
Time: 122.65551135096274, Pitch: -3.94097355869987
Time: 110.3655786595059, Pitch: -3.1430640132287664
Time: 58.40467560575985, Pitch: -2.572558893506134
Time: 47.0801084008105, Pitch: -1.773949917211155
Time: 47.0, Pitch: -1.338000000000001
Time: 57.99999999999994, Pitch: -1.1739999999999995
Time: 31.007055564465816, Pitch: -0.17936514441725393
Time: 30.75621557628483, Pitch: -0.009048386276766962
Time: 30.48207565900367, Pitch: 0.10334897980849433
Time: 30.20793574172251, Pitch: 0.21574634589376984
Time: 29.345798292102188, Pitch: 0.582306734396056
Time: 29.023453819790745, Pitch: 0.7209148574899871
Time: 29.0, Pitch: 0.7310000000000016
Time: 29.023453819790745, Pitch: 0.7209148574899871
Time: 29.285188621701195, Pitch: 0.6083688926684729
Time: 29.80865822552215, Pitch: 0.3832769630254447
Time: 30.074777724042292, Pitch: 0.27034113314266506
Time: 30.348917641323396, Pitch: 0.15794376705738955
Time: 31.052571476639855, Pitch: -0.6332953365296703
Time: 31.064007545975244, Pitch: -0.7473472560109755
Time: 34.925957092016404, Pitch: -0.9762818586733815
Time: 35.047316231094385, Pitch: -0.9759421173657117
Time: 34.96610488093614, Pitch: -0.862262138141304
Time: 31.075443615310576, Pitch: -0.8613991754922736
Time: 31.052514385348104, Pitch: -0.6327259650764745
Time: 34.925957092016404, Pitch: -0.9762818586733815
Time: 34.885809303096664, Pitch: -1.090301579205466
Time: 766.0088609268769, Pitch: 16.47310164592343
Time: 366.8314645602, Pitch: 12.483113475589796
Time: 268.5960881863853, Pitch: 12.026808406520907
Time: 256.68569046960675, Pitch: 11.91276587999159
Time: 339.31981374704475, Pitch: 12.597254023723927
Time: 766.1153757922052, Pitch: 15.103959566996217
Time: 752.902601465313, Pitch: 14.421605482252659
Time: 680.3921767267416, Pitch: 12.027204276025685
Time: 620.1773766859283, Pitch: 9.403409929612785
Time: 436.00000000000006, Pitch: 0.4480000000000075
Time: 557.0, Pitch: 0.37300000000000466
Time: 556.9162646283107, Pitch: 0.3392546452091736
Time: 550.9999999999998, Pitch: -0.04099999999999682
Time: 550.8234829436885, Pitch: -0.07136093368553986
Time: 549.9781773298232, Pitch: -0.5190193038885624
Time: 549.9619778040421, Pitch: -0.7461852539169698
Time: 549.9538445353901, Pitch: -0.8602380802253435
Time: 549.9538110296285, Pitch: -0.8607079315195136
Time: 549.9537775238668, Pitch: -0.8611777828136837
Time: 549.9700775669328, Pitch: -0.6326022789027661
Time: 553.0, Pitch: -0.4159999999999968
Time: 552.1491844936133, Pitch: -0.2960350135995
Time: 549.9944438671275, Pitch: -0.2909136512718149
Time: 549.9944103613659, Pitch: -0.291383502565985
Time: 540.0, Pitch: -0.4399999999999977
Time: 549.9862435869522, Pitch: -0.40590618016852886
Time: 549.9781438240616, Pitch: -0.5194891551827325
Time: 549.9700105554098, Pitch: -0.6335419814911063
Time: 549.9618772867575, Pitch: -0.7475948077994801
Time: 549.9537440181055, Pitch: -0.8616476341078538
Time: 549.9456107494534, Pitch: -0.9757004604162276
Time: 547.0, Pitch: -1.0549999999999997
Time: 544.0, Pitch: -0.9029999999999987
Time: 540.0247897419117, Pitch: -0.7478885945421538
Time: 544.0, Pitch: -0.9029999999999987
Time: 549.9618437809959, Pitch: -0.7480646590936502
Time: 549.9618772867575, Pitch: -0.7475948077994801
Time: 549.9619107925191, Pitch: -0.74712495650531
Time: 555.0, Pitch: -0.3689999999999998
Time: 559.6282956391105, Pitch: -0.3991066162502577
Time: 562.1187542957282, Pitch: -0.17779569596482503
Time: 569.0, Pitch: 0.15400000000000347
Time: 569.6461773814242, Pitch: 0.39760887279685875
Time: 570.2608304306962, Pitch: 0.7430551401558816
Time: 570.6795824117958, Pitch: 1.0835005007899312
Time: 572.0, Pitch: 1.2509999999999977
Time: 573.1006315211121, Pitch: 1.4150395386938612
Time: 573.263382075696, Pitch: 1.5283139246844328
Time: 573.5888831848642, Pitch: 1.7548626966655618
Time: 573.7516337394484, Pitch: 1.8681370826561334
Time: 573.9278928382007, Pitch: 1.990813415387791
Time: 576.0113675778066, Pitch: 2.1041536415522017
Time: 576.0201186344386, Pitch: 2.2182061626382747
Time: 578.5907704039714, Pitch: 2.2187002299550187
Time: 578.6212753604345, Pitch: 2.104672702696078
Time: 576.0113675778066, Pitch: 2.1041536415522017
Time: 576.0026165211746, Pitch: 1.9901011204661287
Time: 578.7738001427499, Pitch: 1.5345350664013253
Time: 579.0607457688477, Pitch: 1.4200753280804719
Time: 845.8957818403071, Pitch: -15.801842362577016
Time: 868.0160860745834, Pitch: -16.940658912025047
Time: 827.9325599678837, Pitch: -13.407077063337677
Time: 547.4022668238615, Pitch: -6.222117352501893
Time: 534.1918848867024, Pitch: -5.879767445999757
Time: 471.18194245497085, Pitch: -3.826743774640345
Time: 471.17620649645147, Pitch: -3.7126899754397797
Time: 485.1022853844716, Pitch: -3.1423994511172992
Time: 503.58547079963836, Pitch: -2.9145506720727212
Time: 542.9245508434951, Pitch: -2.4581587974493075
Time: 561.0759581091568, Pitch: -1.4241269404162367
Time: 561.0792807930472, Pitch: -1.4194519241824324
Time: 569.0, Pitch: 0.15400000000000347
Time: 609.0, Pitch: 0.7000000000000028
Time: 618.9742774030663, Pitch: 0.7362581414577534
Time: 633.0, Pitch: 1.223000000000006
Time: 727.0, Pitch: 1.5530000000000044
Time: 731.0, Pitch: 1.558000000000007
Time: 734.0, Pitch: 1.4720000000000013
Time: 776.2434139666655, Pitch: 0.8511562019353178
Time: 792.9095357612525, Pitch: 0.618340405358154
Time: 793.0106355037694, Pitch: 0.6213820967814101
Time: 792.9732938430607, Pitch: 0.7322760975492315
Time: 776.039750443314, Pitch: 1.180683782718397
Time: 776.0, Pitch: 1.2450000000000045
Time: 773.9841186473273, Pitch: 1.5319517319364095
Time: 776.0, Pitch: 1.2450000000000045
Time: 776.389244101091, Pitch: 0.6152030444351695
Time: 776.457131942208, Pitch: 0.5053605175074765
Time: 776.4521047161127, Pitch: 0.5134945693298505
Time: 776.4495911030649, Pitch: 0.5175615952410411
Time: 776.4445638769696, Pitch: 0.5256956470634151
Time: 776.4470774900174, Pitch: 0.5216286211522316
Time: 776.5199925572299, Pitch: 0.40365204240215746
Time: 776.5225061702774, Pitch: 0.3995850164909669
Time: 776.5250197833252, Pitch: 0.3955179905797763
Time: 776.527533396373, Pitch: 0.39145096466859286
Time: 776.5300470094207, Pitch: 0.3873839387573952
Time: 776.527533396373, Pitch: 0.39145096466859286
Time: 776.5250197833252, Pitch: 0.3955179905797763
Time: 776.4546183291602, Pitch: 0.5094275434186599
Time: 776.3842168749952, Pitch: 0.6233370962575506
Time: 776.2434139666655, Pitch: 0.8511562019353178
Time: 776.1730125125005, Pitch: 0.9650657547742014
Time: 776.2434139666655, Pitch: 0.8511562019353178
Time: 776.3113018077827, Pitch: 0.7413136750076177
Time: 599.0, Pitch: 0.43300000000000693
Time: 589.0, Pitch: 0.6460000000000008
Time: 579.0, Pitch: 0.6890000000000001
Time: 556.7582064084704, Pitch: 0.2755571826135892
Time: 550.9999999999998, Pitch: -0.04099999999999682
Time: 506.99999999999994, Pitch: -0.03900000000000148
Time: 487.99999999999994, Pitch: 0.12800000000000722
Time: 469.98485410527934, Pitch: 0.2783548506762443
Time: 420.00000000000006, Pitch: 0.20000000000000284
Time: 405.99999999999994, Pitch: 0.1290000000000049
Time: 385.0887954951226, Pitch: 0.5030234143784611
Time: 385.08866665627437, Pitch: 0.5039447409826252
Time: 384.90520732976705, Pitch: 0.5062068528969021
Time: 376.97785249148643, Pitch: 0.61981839624098
Time: 384.92246684851096, Pitch: 0.6212415453249704
Time: 777.011473996437, Pitch: -0.5165970654095275
Time: 795.978590432612, Pitch: -0.5193101446803823
Time: 856.0082218729408, Pitch: -0.5191994950105254
Time: 883.0539298267361, Pitch: -0.5193357873051667
Time: 923.2250099406431, Pitch: -0.8605607550586214
Time: 956.1345114091166, Pitch: -0.861568531104389
Time: 967.1711510851744, Pitch: -0.8612088333581553
Time: 970.1202062894761, Pitch: -0.863372794653479
Time: 1003.9241130479311, Pitch: -0.861125685784927
Time: 1025.940570674278, Pitch: -0.5190418376001844
Time: 1033.675911960872, Pitch: -0.4089261485097708
Time: 1019.5002655349017, Pitch: -0.4056564044961206
Time: 1014.9412416137584, Pitch: -0.40524577313201604
Time: 1005.0694194667515, Pitch: -0.4053530045458871
Time: 865.9675108228505, Pitch: -0.40499410734611274
Time: 549.9699770496482, Pitch: -0.6340118327852693
Time: 524.0, Pitch: -0.35599999999999454
Time: 578.6517803168974, Pitch: 1.9906451754371233
Time: 609.2106283801759, Pitch: 1.9903094569581867
Time: 649.9555835125068, Pitch: 1.9903127316622147
Time: 587.9786517493517, Pitch: 1.3062890598910712
Time: 420.00000000000006, Pitch: 0.20000000000000284
Time: 385.0887954951226, Pitch: 0.5030234143784611
Time: 405.99999999999994, Pitch: 0.1290000000000049
Time: 420.00000000000006, Pitch: 0.20000000000000284
Time: 410.00000000000006, Pitch: 0.21999999999999886
Time: 385.088537817426, Pitch: 0.5048660675867964
Time: 384.90535564159876, Pitch: 0.5071953512554828
Time: 384.90520732976705, Pitch: 0.5062068528969021
Time: 410.00000000000006, Pitch: 0.21999999999999886
Time: 456.034030078836, Pitch: 0.5053988024246223
Time: 474.00000000000006, Pitch: 0.32500000000000284
Time: 487.99999999999994, Pitch: 0.12800000000000722
Time: 599.0, Pitch: 0.43300000000000693
Time: 598.9285926123246, Pitch: 0.5163324214170899
Time: 588.7477643111824, Pitch: 0.7428585045059961
Time: 588.660375308222, Pitch: 0.7764158816428264
Time: 570.54991678989, Pitch: 0.9780823501804861
